claim_id	description	value	source_file	derivation	section	script
R-250.Female.External_blood.MED1	Per-gene AUC (train-fixed orientation) - MED1, Female, External blood	0.586 (0.337-0.835), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Female.External_blood.SMARCC2	Per-gene AUC (train-fixed orientation) - SMARCC2, Female, External blood	0.657 (0.432-0.882), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.ESYT1	Per-gene AUC (train-fixed orientation) - ESYT1, Male, Train	0.938 (0.863-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.HLA-DMA	Per-gene AUC (train-fixed orientation) - HLA-DMA, Male, Train	0.927 (0.849-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.INPP5B	Per-gene AUC (train-fixed orientation) - INPP5B, Male, Train	0.812 (0.678-0.946), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.MED1	Per-gene AUC (train-fixed orientation) - MED1, Male, Train	0.863 (0.727-0.999), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.SMARCC2	Per-gene AUC (train-fixed orientation) - SMARCC2, Male, Train	0.938 (0.869-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Train.VPS52	Per-gene AUC (train-fixed orientation) - VPS52, Male, Train	0.877 (0.771-0.982), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.ESYT1	Per-gene AUC (train-fixed orientation) - ESYT1, Male, Internal test	1 (1-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.HLA-DMA	Per-gene AUC (train-fixed orientation) - HLA-DMA, Male, Internal test	0.952 (0.81-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.INPP5B	Per-gene AUC (train-fixed orientation) - INPP5B, Male, Internal test	0.952 (0.81-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.MED1	Per-gene AUC (train-fixed orientation) - MED1, Male, Internal test	0.976 (0.857-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.SMARCC2	Per-gene AUC (train-fixed orientation) - SMARCC2, Male, Internal test	1 (1-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.Internal_test.VPS52	Per-gene AUC (train-fixed orientation) - VPS52, Male, Internal test	1 (1-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.ESYT1	Per-gene AUC (train-fixed orientation) - ESYT1, Male, External blood	0.7 (0.25-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.HLA-DMA	Per-gene AUC (train-fixed orientation) - HLA-DMA, Male, External blood	0.975 (0.85-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.INPP5B	Per-gene AUC (train-fixed orientation) - INPP5B, Male, External blood	0.55 (0-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.MED1	Per-gene AUC (train-fixed orientation) - MED1, Male, External blood	0.35 (0-0.8), concordant=FALSE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.SMARCC2	Per-gene AUC (train-fixed orientation) - SMARCC2, Male, External blood	0.6 (0.1-1), concordant=TRUE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-250.Male.External_blood.VPS52	Per-gene AUC (train-fixed orientation) - VPS52, Male, External blood	0.35 (0-0.8), concordant=FALSE	mr_roc_pergene_auc.csv	cols AUC, AUC_lo, AUC_hi, concordant	2.9 Diagnostic model development and evaluation	scripts/goal2_sex_stratified/17_testing_blood_internal_external.R
R-260.qnorm_+_batch_full	Interaction genes at FDR<0.05, model = qnorm + batch_full	53	DEG_interaction_summary.csv	col n_interaction_FDR05	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05b_dge_sensitivity.R
R-260.ComBat	Interaction genes at FDR<0.05, model = ComBat	270	DEG_interaction_summary.csv	col n_interaction_FDR05	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05b_dge_sensitivity.R
R-261.MALE-restricted	Interaction pattern count: MALE-restricted	35	DEG_interaction_patterns.csv	col N	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-261.MAGNITUDE_difference	Interaction pattern count: MAGNITUDE difference	12	DEG_interaction_patterns.csv	col N	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-261.OPPOSITE_direction	Interaction pattern count: OPPOSITE direction	4	DEG_interaction_patterns.csv	col N	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-261.neither_sex_significant	Interaction pattern count: neither sex significant	1	DEG_interaction_patterns.csv	col N	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-261.FEMALE-restricted	Interaction pattern count: FEMALE-restricted	1	DEG_interaction_patterns.csv	col N	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-262	Sex-differential genes (primary model)	53	DEG_interaction_significant.csv	row count	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-263	Sex-differential genes surviving composition adjustment	7/53 (ZNF800, BCLAF1, MAP4K5, UBXN4, RIF1, RAB2A, KDM5D)	DEG_interaction_significant.csv	count interaction_FDR_celladj < 0.05	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-264	Leading sex-differential genes	ZNF800 int +0.750 FDR 0.0024 [F -0.104 (0.276), M +0.727 (2.1e-05)]; BCLAF1 int +0.796 FDR 0.0024 [F -0.128 (0.186), M +0.868 (1.18e-05)]; MAP4K5 int +1.057 FDR 0.0024 [F -0.144 (0.314), M +1.053 (6.3e-06)]; UBXN4 int +0.517 FDR 0.0052 [F +0.007 (0.944), M +0.620 (2.04e-05)]; RIF1 int +0.829 FDR 0.0056 [F -0.047 (0.722), M +1.012 (3.11e-06)]; RAB2A int +0.419 FDR 0.0067 [F +0.091 (0.097), M +0.534 (1.44e-05)]	DEG_interaction_significant.csv	6 smallest interaction_FDR	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-265	PTPN22 interaction	int +0.585 FDR 0.0382; F +0.171 (FDR 0.0457); M +0.893 (FDR 1.18e-06)	DEG_interaction_significant.csv	row gene==PTPN22	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-266	Sex-chromosome-linked genes among the sex-differential set	KDM5D	DEG_interaction_significant.csv	membership test against a Y-linked/XIST gene list	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R
R-267	Panel genes among the sex-differential set	NONE	DEG_interaction_significant.csv + mr_fs_summary*.csv	set intersection	2.10 Diagnosis-by-sex interaction testing	scripts/00_shared/05d_interaction_report.R; scripts/goal2_sex_stratified/12_feature_selection.R; scripts/goal2_sex_stratified/12b_feature_selection_noMHC.R
R-270.female.C6orf136	Synovium per-gene, C6orf136 (female)	log2FC -1.121 (FDR 2.14e-21), concordant=TRUE, AUC best-direction 0.906, AUC train-oriented 0.906	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.female.ESYT1	Synovium per-gene, ESYT1 (female)	log2FC -0.215 (FDR 3.68e-02), concordant=TRUE, AUC best-direction 0.511, AUC train-oriented 0.511	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.female.GNL1	Synovium per-gene, GNL1 (female)	log2FC -1.235 (FDR 4.98e-28), concordant=TRUE, AUC best-direction 0.927, AUC train-oriented 0.927	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.female.IKZF3	Synovium per-gene, IKZF3 (female)	log2FC +2.532 (FDR 5.04e-04), concordant=FALSE, AUC best-direction 0.901, AUC train-oriented 0.099	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.female.MED1	Synovium per-gene, MED1 (female)	log2FC +0.493 (FDR 3.30e-10), concordant=FALSE, AUC best-direction 0.768, AUC train-oriented 0.232	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.female.SMARCC2	Synovium per-gene, SMARCC2 (female)	log2FC -1.105 (FDR 1.13e-32), concordant=TRUE, AUC best-direction 0.996, AUC train-oriented 0.996	val_synovium_pergene_female.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-271.female	Panel genes concordant in direction blood->synovium, female	4/6	val_synovium_pergene_female.csv	count concordant==TRUE	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.ESYT1	Synovium per-gene, ESYT1 (male)	log2FC -0.215 (FDR 3.68e-02), concordant=TRUE, AUC best-direction 0.696, AUC train-oriented 0.696	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.HLA-DMA	Synovium per-gene, HLA-DMA (male)	log2FC +1.240 (FDR 7.16e-09), concordant=FALSE, AUC best-direction 0.759, AUC train-oriented 0.241	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.INPP5B	Synovium per-gene, INPP5B (male)	log2FC -0.197 (FDR 4.35e-03), concordant=TRUE, AUC best-direction 0.575, AUC train-oriented 0.575	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.MED1	Synovium per-gene, MED1 (male)	log2FC +0.493 (FDR 3.30e-10), concordant=FALSE, AUC best-direction 0.672, AUC train-oriented 0.328	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.SMARCC2	Synovium per-gene, SMARCC2 (male)	log2FC -1.105 (FDR 1.13e-32), concordant=TRUE, AUC best-direction 0.983, AUC train-oriented 0.983	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-270.male.VPS52	Synovium per-gene, VPS52 (male)	log2FC -0.388 (FDR 1.51e-08), concordant=TRUE, AUC best-direction 0.839, AUC train-oriented 0.839	val_synovium_pergene_male.csv	cols syn_log2FC, syn_adjP, concordant, auc_sex_bestdir, auc_sex_trainorient	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-271.male	Panel genes concordant in direction blood->synovium, male	4/6	val_synovium_pergene_male.csv	count concordant==TRUE	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/20_testing_synovium_external.R
R-275.Female	WITHIN-SYNOVIUM refit panel AUC, Female	apparent 1, 10-fold CV 0.986 (0.969-1), n=120 (RA 106, Normal 14)	crosstissue_panel_auc.csv	cols apparent_AUC, CV_AUC, CV_lo, CV_hi, n, n_RA, n_Normal	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/22_crosstissue_biomarker_discovery.R
R-275.Male	WITHIN-SYNOVIUM refit panel AUC, Male	apparent 0.994, 10-fold CV 0.776 (0.573-0.978), n=60 (RA 46, Normal 14)	crosstissue_panel_auc.csv	cols apparent_AUC, CV_AUC, CV_lo, CV_hi, n, n_RA, n_Normal	2.11 Cross-tissue evaluation (synovium)	scripts/goal2_sex_stratified/22_crosstissue_biomarker_discovery.R
R-280.female	Cross-ancestry classification, female	tested 32: EUR-replicated 23, EAS-transferable 7, EAS-untestable 2, EUR-only 5	MR35_crossancestry_summary.csv	all columns of that row	2.12 Cross-ancestry evaluation	scripts/goal2_sex_stratified/26_crossancestry_biomarker_mr.R
R-280.male	Cross-ancestry classification, male	tested 25: EUR-replicated 18, EAS-transferable 6, EAS-untestable 2, EUR-only 3	MR35_crossancestry_summary.csv	all columns of that row	2.12 Cross-ancestry evaluation	scripts/goal2_sex_stratified/26_crossancestry_biomarker_mr.R
R-290.female	Enriched terms, female DEGs	1408	dge_enriched_terms_female.csv	row count	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-290.male	Enriched terms, male DEGs	1513	dge_enriched_terms_male.csv	row count	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-290.all	Enriched terms, all DEGs	1659	dge_enriched_terms_all.csv	row count	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-295.All	GSEA KEGG, All	19 significant, 18 suppressed, 1 activated	gsea_kegg.csv	rows group==All, sign of NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-296.All	Most suppressed KEGG sets, All	ATP-dependent chromatin remodeling (NES -1.97, FDR 1.0e-03); Carbon metabolism (NES -1.92, FDR 1.0e-03); Primary immunodeficiency (NES -1.87, FDR 2.6e-02); Biosynthesis of amino acids (NES -1.86, FDR 1.0e-02)	gsea_kegg.csv	4 most negative NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-297.All	Activated KEGG sets, All	Ribosome (NES +1.89)	gsea_kegg.csv	rows with NES>0	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-295.Female	GSEA KEGG, Female	17 significant, 16 suppressed, 1 activated	gsea_kegg.csv	rows group==Female, sign of NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-296.Female	Most suppressed KEGG sets, Female	Primary immunodeficiency (NES -2.23, FDR 3.6e-04); ATP-dependent chromatin remodeling (NES -2.02, FDR 3.6e-04); Spliceosome (NES -1.90, FDR 8.6e-04); Biosynthesis of amino acids (NES -1.80, FDR 2.2e-02)	gsea_kegg.csv	4 most negative NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-297.Female	Activated KEGG sets, Female	Ribosome (NES +1.89)	gsea_kegg.csv	rows with NES>0	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-295.Male	GSEA KEGG, Male	22 significant, 21 suppressed, 1 activated	gsea_kegg.csv	rows group==Male, sign of NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-296.Male	Most suppressed KEGG sets, Male	Carbon metabolism (NES -2.15, FDR 5.0e-05); Citrate cycle (TCA cycle) (NES -1.99, FDR 1.7e-02); Fc gamma R-mediated phagosome formation (NES -1.95, FDR 1.7e-03); Other glycan degradation (NES -1.89, FDR 3.3e-02)	gsea_kegg.csv	4 most negative NES	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-297.Male	Activated KEGG sets, Male	Ribosome (NES +1.82)	gsea_kegg.csv	rows with NES>0	2.13 Functional enrichment	scripts/00_shared/05_dge.R
R-305.female	GO:BP terms enriched among MR-prioritised genes, female	46	enrich_GO_BP_female.csv	row count	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-306.female	Top GO:BP terms, MR-prioritised female genes	antigen processing and presentation of exogenous peptide antigen via MHC class II (4/31, FDR 1.2e-04); antigen processing and presentation of peptide antigen via MHC class II (4/31, FDR 1.2e-04); antigen processing and presentation of peptide or polysaccharide antigen via MHC class II (4/31, FDR 1.2e-04); regulation of lymphocyte activation (9/31, FDR 1.2e-04); antigen processing and presentation of exogenous peptide antigen (4/31, FDR 1.8e-04)	enrich_GO_BP_female.csv	first 5 rows as written (sorted by p.adjust)	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-305.male	GO:BP terms enriched among MR-prioritised genes, male	45	enrich_GO_BP_male.csv	row count	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-306.male	Top GO:BP terms, MR-prioritised male genes	positive regulation of T cell activation (5/24, FDR 1.8e-02); positive regulation of leukocyte cell-cell adhesion (5/24, FDR 1.8e-02); regulation of lymphocyte activation (6/24, FDR 1.8e-02); positive regulation of lymphocyte activation (5/24, FDR 1.8e-02); positive regulation of cell-cell adhesion (5/24, FDR 1.8e-02)	enrich_GO_BP_male.csv	first 5 rows as written (sorted by p.adjust)	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-307.female	KEGG pathways enriched among MR-prioritised genes, female	25	enrich_KEGG_female.csv	row count	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-308.female	Top KEGG pathways, MR-prioritised female genes	Staphylococcus aureus infection (4/19, FDR 1.4e-03); Asthma (3/19, FDR 1.4e-03); Allograft rejection (3/19, FDR 1.6e-03); Graft-versus-host disease (3/19, FDR 1.6e-03); Type I diabetes mellitus (3/19, FDR 1.7e-03)	enrich_KEGG_female.csv	first 5 rows as written (sorted by p.adjust)	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-307.male	KEGG pathways enriched among MR-prioritised genes, male	14	enrich_KEGG_male.csv	row count	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-308.male	Top KEGG pathways, MR-prioritised male genes	Herpes simplex virus 1 infection (4/16, FDR 1.6e-02); Leishmaniasis (3/16, FDR 1.6e-02); Toxoplasmosis (3/16, FDR 2.7e-02); Asthma (2/16, FDR 2.7e-02); Allograft rejection (2/16, FDR 3.0e-02)	enrich_KEGG_male.csv	first 5 rows as written (sorted by p.adjust)	2.13 Functional enrichment	scripts/goal2_sex_stratified/34_pathway_enrichment.R
R-300	GO terms enriched in disease-module genes	218	WGCNA_08_disease_GO.csv	row count	2.13 Functional enrichment	scripts/00_shared/06_WGCNA.R
R-301	KEGG pathways enriched in disease-module genes	16	WGCNA_09_disease_KEGG.csv	row count	2.13 Functional enrichment	scripts/00_shared/06_WGCNA.R
R-302	Top disease-module KEGG pathways	Spliceosome (43/1224, FDR 3.7e-05); Citrate cycle (TCA cycle) (17/1224, FDR 1.9e-04); Polycomb repressive complex (28/1224, FDR 5.9e-03); ATP-dependent chromatin remodeling (29/1224, FDR 6.1e-03); 2-Oxocarboxylic acid metabolism (15/1224, FDR 6.1e-03); Nucleocytoplasmic transport (31/1224, FDR 6.1e-03)	WGCNA_09_disease_KEGG.csv	first 6 rows as written	2.13 Functional enrichment	scripts/00_shared/06_WGCNA.R
R-303	Top disease-module GO terms	mRNA processing (118/2342, FDR 1.5e-07); ribonucleoprotein complex biogenesis (111/2342, FDR 1.5e-07); RNA splicing, via transesterification reactions (83/2342, FDR 1.8e-07); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (82/2342, FDR 1.8e-07); mRNA splicing, via spliceosome (82/2342, FDR 1.8e-07)	WGCNA_08_disease_GO.csv	first 5 rows as written	2.13 Functional enrichment	scripts/00_shared/06_WGCNA.R
R-310.Female.T_cells_CD8	Cell fraction RA vs HC, Female T_cells_CD8	HC 0.1622 -> RA 0.0931 (diff -0.0691, FDR 1.61e-08)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Female.T_cells_gamma_delta	Cell fraction RA vs HC, Female T_cells_gamma_delta	HC 0.0079 -> RA 0.0207 (diff 0.0128, FDR 1.73e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Female.B_cells_naive	Cell fraction RA vs HC, Female B_cells_naive	HC 0.0457 -> RA 0.0335 (diff -0.0121, FDR 4.65e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Male.T_cells_gamma_delta	Cell fraction RA vs HC, Male T_cells_gamma_delta	HC 0.0039 -> RA 0.0288 (diff 0.0249, FDR 1.45e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Male.Eosinophils	Cell fraction RA vs HC, Male Eosinophils	HC 0 -> RA 0.0045 (diff 0.0045, FDR 1.45e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Male.T_cells_CD8	Cell fraction RA vs HC, Male T_cells_CD8	HC 0.1542 -> RA 0.0905 (diff -0.0637, FDR 1.83e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-310.Male.T_cells_CD4_memory_resting	Cell fraction RA vs HC, Male T_cells_CD4_memory_resting	HC 0 -> RA 0.0088 (diff 0.0088, FDR 1.83e-02)	CELL_fraction_group_tests.csv	rows with FDR<0.05	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-311	Cell subsets differing by disease status at FDR<0.05	3 female, 4 male	CELL_fraction_group_tests.csv	count FDR<0.05 by sex	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-315.Female	Composition-adjusted DEG count, Female	5131 -> 2709 (49.4% retained), Spearman rho 0.889	DEG_celladjusted_summary.csv	cols n_DEG_unadjusted, n_DEG_adjusted, pct_retained, logFC_spearman	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-315.Male	Composition-adjusted DEG count, Male	5820 -> 1450 (23.8% retained), Spearman rho 0.842	DEG_celladjusted_summary.csv	cols n_DEG_unadjusted, n_DEG_adjusted, pct_retained, logFC_spearman	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.ESYT1	Panel gene composition robustness, Female ESYT1	logFC -0.381 -> -0.28 (73.5% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.SMARCC2	Panel gene composition robustness, Female SMARCC2	logFC -0.336 -> -0.208 (61.8% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.MED1	Panel gene composition robustness, Female MED1	logFC -0.188 -> -0.141 (75.2% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.IKZF3	Panel gene composition robustness, Female IKZF3	logFC -0.428 -> -0.34 (79.5% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.GNL1	Panel gene composition robustness, Female GNL1	logFC -0.216 -> -0.159 (73.4% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Female.C6orf136	Panel gene composition robustness, Female C6orf136	logFC -0.19 -> -0.125 (65.6% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Male.ESYT1	Panel gene composition robustness, Male ESYT1	logFC -0.484 -> -0.401 (82.8% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
R-320.Male.MED1	Panel gene composition robustness, Male MED1	logFC -0.237 -> -0.292 (123% retained), retained	CELL_panel_gene_adjustment.csv	cols logFC_unadj, logFC_adj, pct_logFC_retained, status	2.14 Immune deconvolution and composition-adjusted expression	scripts/00_shared/05c_deconvolution.R
